symbol,date,pe
SBIN,2025-11-10,11.204447202291105
SBIN,2025-11-11,11.229773544663491
SBIN,2025-11-12,11.275126570937665
SBIN,2025-11-13,11.238019614803132
SBIN,2025-11-14,11.401170869833857
SBIN,2025-11-17,11.465960291093204
SBIN,2025-11-18,11.45535881718885
SBIN,2025-11-19,11.576691589567902
SBIN,2025-11-20,11.562555572041047
SBIN,2025-11-21,11.457125370012383
SBIN,2025-11-24,11.43356558046353
SBIN,2025-11-25,11.586704212531078
SBIN,2025-11-26,11.59023875615358
SBIN,2025-11-27,11.46007034370599
SBIN,2025-11-28,11.532516984163802
SBIN,2025-12-01,11.463015317399597
SBIN,2025-12-02,11.394692071505466
SBIN,2025-12-03,11.20326878142103
SBIN,2025-12-04,11.168517948038929
SBIN,2025-12-05,11.444167773355602
SBIN,2025-12-08,11.266291649856845
SBIN,2025-12-09,11.301041764251229
SBIN,2025-12-10,11.305754009756088
SBIN,2025-12-11,11.346983641466581
SBIN,2025-12-12,11.345805939584226
SBIN,2025-12-15,11.394103220564288
SBIN,2025-12-16,11.322246150035372
SBIN,2025-12-17,11.495410028029271
SBIN,2025-12-18,11.51543599294334
SBIN,2025-12-19,11.547830703573013
SBIN,2025-12-22,11.477151334926452
SBIN,2025-12-23,11.448880018860459
SBIN,2025-12-24,11.414129185478357
SBIN,2025-12-26,11.382912176731038
SBIN,2025-12-29,11.368187308263005
SBIN,2025-12-30,11.467138711963278
SBIN,2025-12-31,11.570212791239511
SBIN,2026-01-01,11.600251379116756
SBIN,2026-01-02,11.76752602871116
SBIN,2026-01-05,11.84527304662729
SBIN,2026-01-06,12.002535073258517
SBIN,2026-01-07,11.864121309659003
SBIN,2026-01-08,11.756334984877912
SBIN,2026-01-09,11.785784721813977
SBIN,2026-01-12,11.958360467854417
SBIN,2026-01-13,12.115032205569031
SBIN,2026-01-14,12.113854503686676
SBIN,2026-01-15,12.113854503686676
SBIN,2026-01-16,12.27818489857519
SBIN,2026-01-19,12.232243021359839
SBIN,2026-01-20,12.208683231810985
SBIN,2026-01-21,12.117389047309178
SBIN,2026-01-22,12.349452399175211
SBIN,2026-01-23,12.127401670272354
SBIN,2026-01-27,12.405996469282634
SBIN,2026-01-28,12.527918092602864
SBIN,2026-01-29,12.559723233303641
SBIN,2026-01-30,12.688713943868876
SBIN,2026-02-02,12.117977179262638
SBIN,2026-02-03,12.536163443754788
